Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
779,God of War V,PS5,2023.0,Role-Playing,Electronic Arts,0.57,0.1,0.26,0.01,0.94
780,The Legend of Zelda V,XOne,2016.0,Adventure,Take-Two Interactive,1.07,0.05,0.01,0.15,1.28
781,The Legend of Zelda Origins,PC,2018.0,Action,Take-Two Interactive,0.73,0.93,0.45,0.01,2.12
782,Cyberpunk 2024,PS4,2018.0,Action,Sony Computer Entertainment,0.13,1.02,0.05,0.47,1.67
783,The Legend of Zelda 2022,PC,2023.0,Action,Take-Two Interactive,0.04,1.04,0.54,0.13,1.75
784,Cyberpunk 2024,PS5,2015.0,Role-Playing,Activision,3.68,0.06,0.02,0.69,4.45
785,Cyberpunk 2024,Switch,2015.0,Platform,Activision,1.07,1.02,0.25,0.34,2.68
786,Pokemon Infinite,PS4,2017.0,Action,Nintendo,2.05,1.82,0.09,0.31,4.27
787,Halo V,PS3,2017.0,Role-Playing,Sony Computer Entertainment,0.89,1.15,0.23,0.46,2.73
788,Red Dead Redemption V,PC,2021.0,Sports,Ubisoft,0.28,2.04,0.17,1.06,3.55
789,Cyberpunk Ultra,PC,2022.0,Racing,Activision,0.06,0.44,0.37,0.16,1.03
790,Pokemon Ultra,PS4,2020.0,Sports,Activision,0.91,0.58,0.39,0.22,2.1
791,Cyberpunk 2023,X360,2023.0,Shooter,Activision,0.65,0.04,0.0,0.64,1.33
792,Grand Theft Auto 2022,X360,2015.0,Role-Playing,,0.92,0.89,0.98,0.23,3.02
793,Cyberpunk Origins,X360,2023.0,Shooter,Sony Computer Entertainment,4.46,0.6,0.47,0.46,5.99
794,Minecraft Origins,PC,2019.0,Action,Ubisoft,0.45,0.02,0.13,0.41,1.01
795,FIFA Soccer V,PS3,2022.0,Role-Playing,Electronic Arts,0.38,0.41,0.57,0.17,1.53
796,Red Dead Redemption 2022,XSX,2018.0,Sports,Nintendo,0.25,0.13,0.58,0.29,1.25
797,Cyberpunk Origins,PS4,,Sports,Ubisoft,0.12,1.02,0.58,0.07,1.79
798,Call of Duty 2024,XSX,2023.0,Sports,Electronic Arts,0.29,0.58,0.09,0.71,1.67
799,FIFA Soccer 2022,PS5,2020.0,Adventure,Activision,0.66,1.55,0.87,0.1,3.18
800,Grand Theft Auto 2023,X360,2020.0,Role-Playing,Take-Two Interactive,0.83,0.87,0.07,0.59,2.36
801,God of War V,XOne,2017.0,Sports,Ubisoft,0.16,0.91,0.55,0.06,1.68
802,Grand Theft Auto 2022,PC,2021.0,Sports,Electronic Arts,1.72,0.28,0.21,0.14,2.35
803,God of War 2024,XOne,2022.0,Adventure,Activision,1.09,0.3,1.09,0.05,2.53
804,Halo 2023,PS3,2022.0,Shooter,Electronic Arts,2.45,0.61,0.24,0.27,3.57
805,Grand Theft Auto V,PC,2015.0,Sports,Nintendo,0.79,0.66,0.2,0.33,1.98
806,The Legend of Zelda Ultra,PC,2021.0,Action,Electronic Arts,0.09,0.98,0.2,0.57,1.84
807,The Legend of Zelda Remastered,XOne,2017.0,Sports,Electronic Arts,1.67,1.14,0.2,0.01,3.02
808,Halo Infinite,XSX,2022.0,Adventure,Nintendo,0.59,0.62,0.02,0.0,1.23
809,Halo Origins,XOne,2020.0,Racing,Sony Computer Entertainment,1.15,1.0,0.06,0.02,2.23
810,Call of Duty 2023,XOne,2018.0,Racing,Electronic Arts,1.9,1.17,0.27,0.1,3.44
811,Minecraft Infinite,PS3,2020.0,Adventure,Activision,2.55,0.14,0.14,0.04,2.87
812,Halo 2024,Switch,2017.0,Sports,Sony Computer Entertainment,0.07,0.74,0.02,0.56,1.39
813,Red Dead Redemption Infinite,PC,2021.0,Shooter,Activision,0.97,0.24,1.2,0.57,2.98
814,Forza Horizon 2024,PS5,2017.0,Racing,Nintendo,0.33,0.02,0.01,0.62,0.98
815,God of War 2023,Switch,2019.0,Adventure,Take-Two Interactive,0.26,0.93,0.07,0.14,1.4
816,Mario Kart Origins,PC,2020.0,Racing,Electronic Arts,2.69,0.75,0.25,0.81,4.5
817,Halo 2022,PS5,2016.0,Role-Playing,Electronic Arts,1.28,0.08,0.77,0.21,2.34
818,FIFA Soccer Ultra,X360,2023.0,Shooter,Activision,1.23,1.48,0.15,0.18,3.04
819,Minecraft Infinite,PC,2019.0,Sports,Sony Computer Entertainment,0.25,0.23,0.12,0.22,0.82
820,FIFA Soccer Origins,XSX,2022.0,Racing,Ubisoft,1.9,0.05,0.28,0.12,2.35
821,The Legend of Zelda V,XOne,2021.0,Sports,Take-Two Interactive,4.29,0.25,0.01,0.31,4.86
822,Mario Kart 2022,PS3,2020.0,Role-Playing,Nintendo,0.15,0.15,0.97,0.3,1.57
823,Minecraft Ultra,XSX,2020.0,Racing,Electronic Arts,0.88,0.8,0.09,0.74,2.51
824,God of War 2023,XOne,2015.0,Adventure,Electronic Arts,0.26,0.22,0.04,0.31,0.83
825,God of War V,PS5,2023.0,Sports,Sony Computer Entertainment,0.41,0.12,0.07,0.03,0.63
826,Call of Duty Infinite,X360,2018.0,Platform,Activision,0.3,0.37,0.08,0.21,0.96
827,Mario Kart Remastered,PS5,2015.0,Racing,Sony Computer Entertainment,0.31,1.32,0.43,0.12,2.18
828,Forza Horizon 2024,PS4,,Sports,Sony Computer Entertainment,1.08,0.92,0.04,0.39,2.43
829,Grand Theft Auto 2024,PS5,2017.0,Adventure,Electronic Arts,0.21,0.6,0.1,0.25,1.16
830,God of War Infinite,PS3,2023.0,Platform,Ubisoft,2.22,0.21,0.45,0.23,3.11
831,Minecraft Origins,XOne,2023.0,Role-Playing,Ubisoft,1.29,0.41,0.62,0.13,2.45
832,Call of Duty Origins,PS5,2022.0,Platform,Nintendo,1.67,0.36,0.08,0.28,2.39
833,Cyberpunk 2024,XSX,2016.0,Shooter,Activision,0.53,0.41,0.46,0.82,2.22
834,God of War 2022,X360,2021.0,Platform,Take-Two Interactive,1.8,0.09,1.3,0.24,3.43
835,Mario Kart Infinite,X360,2020.0,Role-Playing,Electronic Arts,4.44,0.18,0.04,0.01,4.67
836,Pokemon 2024,Switch,2022.0,Racing,,5.18,0.59,0.07,0.1,5.94
837,Minecraft 2022,PS5,2015.0,Racing,Activision,0.48,1.13,0.26,0.29,2.16
838,Pokemon 2024,PS4,2019.0,Sports,Ubisoft,1.62,0.46,0.88,0.16,3.12
839,Halo Ultra,PS3,2015.0,Racing,Ubisoft,0.5,0.09,0.35,0.96,1.9
840,Minecraft 2023,X360,2015.0,Racing,,0.2,0.7,1.11,0.36,2.37
841,Cyberpunk Origins,X360,2019.0,Action,Ubisoft,1.33,1.26,0.3,0.04,2.93
842,Cyberpunk 2023,Switch,2019.0,Platform,Take-Two Interactive,0.49,0.88,0.01,0.12,1.5
843,FIFA Soccer 2023,XSX,2022.0,Role-Playing,Electronic Arts,0.22,0.11,0.12,0.06,0.51
844,Red Dead Redemption Ultra,X360,2021.0,Role-Playing,Nintendo,1.02,0.52,0.51,0.02,2.07
845,Forza Horizon Origins,PS4,2017.0,Role-Playing,Activision,0.04,0.12,0.28,0.05,0.49
846,Mario Kart Infinite,PC,2019.0,Sports,Nintendo,3.84,0.95,0.02,0.05,4.86
847,Mario Kart Origins,PS3,2016.0,Platform,Activision,1.94,1.24,0.09,0.31,3.58
848,Red Dead Redemption V,PC,2017.0,Shooter,Nintendo,0.78,0.52,0.09,0.01,1.4
849,Halo 2024,X360,2018.0,Action,Nintendo,0.15,0.95,0.07,0.15,1.32
850,Cyberpunk Remastered,Switch,2020.0,Role-Playing,Take-Two Interactive,0.62,0.11,0.25,0.13,1.11
851,Call of Duty 2023,Switch,2021.0,Action,Activision,0.01,1.69,0.01,0.33,2.04
852,The Legend of Zelda V,PS3,2023.0,Shooter,Sony Computer Entertainment,0.74,1.15,0.54,0.11,2.54
853,Pokemon 2022,PS4,2020.0,Action,Sony Computer Entertainment,1.08,0.97,0.32,0.86,3.23
854,Mario Kart 2022,Switch,2023.0,Role-Playing,Take-Two Interactive,1.5,0.7,0.15,0.05,2.4
855,Cyberpunk 2024,PS5,2022.0,Racing,Ubisoft,1.2,1.53,0.09,0.17,2.99
856,God of War Remastered,XOne,2020.0,Platform,Ubisoft,3.84,1.1,0.06,0.02,5.02
857,Cyberpunk Ultra,X360,2020.0,Racing,,2.95,0.7,0.23,0.15,4.03
858,The Legend of Zelda 2023,X360,2015.0,Role-Playing,Take-Two Interactive,0.46,4.68,0.44,0.36,5.94
859,Cyberpunk Ultra,XOne,2019.0,Action,Nintendo,0.7,0.8,0.72,0.14,2.36
860,Pokemon Origins,Switch,2020.0,Action,Ubisoft,0.97,0.05,0.6,0.81,2.43
861,Pokemon Remastered,X360,2019.0,Adventure,Take-Two Interactive,0.06,0.63,0.09,0.22,1.0
862,Call of Duty Ultra,PS5,2017.0,Adventure,Electronic Arts,0.64,2.32,0.05,0.26,3.27
863,Cyberpunk Origins,X360,2020.0,Racing,Electronic Arts,1.79,4.34,0.09,0.14,6.36
864,Minecraft Infinite,PS4,2018.0,Role-Playing,Activision,0.21,1.65,0.37,0.02,2.25
865,Minecraft Origins,Switch,2022.0,Role-Playing,Electronic Arts,2.96,1.02,0.44,0.02,4.44
866,Red Dead Redemption Remastered,XSX,2022.0,Racing,Electronic Arts,3.12,1.62,0.1,0.1,4.94
867,Call of Duty 2022,XOne,2020.0,Role-Playing,Nintendo,2.88,0.88,0.35,0.39,4.5
868,Cyberpunk Origins,PS4,2016.0,Racing,Nintendo,0.66,1.56,0.01,0.04,2.27
869,Mario Kart Remastered,X360,2017.0,Racing,Ubisoft,0.74,1.26,0.32,0.03,2.35
870,Pokemon Remastered,Switch,2022.0,Adventure,Ubisoft,3.81,0.08,0.15,0.13,4.17
871,Red Dead Redemption Origins,PC,2018.0,Role-Playing,Ubisoft,1.46,0.87,0.51,0.03,2.87
872,Grand Theft Auto V,PS3,2021.0,Role-Playing,Take-Two Interactive,0.54,0.08,0.74,0.02,1.38
873,Forza Horizon Remastered,PS3,2018.0,Adventure,Activision,1.63,1.41,0.06,0.57,3.67
874,Pokemon 2024,X360,2018.0,Racing,Activision,2.53,0.48,0.1,0.12,3.23
875,FIFA Soccer V,XOne,2020.0,Sports,Ubisoft,1.25,0.15,0.13,0.02,1.55
876,God of War Remastered,PS3,2015.0,Adventure,Electronic Arts,0.7,1.65,0.43,0.18,2.96
877,Mario Kart V,XSX,2019.0,Adventure,Ubisoft,0.08,0.37,0.15,0.0,0.6
878,Forza Horizon Ultra,XSX,2023.0,Action,Take-Two Interactive,0.74,0.13,0.14,0.1,1.11
879,Mario Kart V,PC,2019.0,Platform,Sony Computer Entertainment,0.12,1.49,0.26,1.07,2.94
880,God of War Remastered,PS5,2020.0,Adventure,Nintendo,1.23,0.2,0.01,0.13,1.57
881,Mario Kart 2024,PS5,2022.0,Shooter,Nintendo,0.61,0.26,0.09,0.19,1.15
882,Halo 2022,XSX,2019.0,Sports,Sony Computer Entertainment,0.24,0.43,0.08,0.22,0.97
883,Grand Theft Auto Infinite,PS5,2016.0,Sports,Ubisoft,0.63,0.42,0.01,0.17,1.23
884,Minecraft Origins,X360,2017.0,Adventure,Activision,3.23,0.12,0.21,0.06,3.62
885,Forza Horizon 2024,XSX,2017.0,Action,Sony Computer Entertainment,0.17,0.01,0.5,0.05,0.73
886,Red Dead Redemption 2024,XSX,2021.0,Platform,,0.28,0.17,0.17,0.27,0.89
887,Forza Horizon V,PS4,2021.0,Sports,Nintendo,0.98,0.51,0.26,0.66,2.41
888,God of War 2022,PC,2020.0,Role-Playing,Ubisoft,0.08,1.03,0.49,0.09,1.69
889,Forza Horizon 2024,PS3,2019.0,Adventure,Electronic Arts,2.54,1.39,0.34,0.3,4.57
890,Red Dead Redemption Remastered,XOne,2018.0,Action,Electronic Arts,0.26,0.86,0.17,0.04,1.33
891,Grand Theft Auto Ultra,PS4,2016.0,Adventure,Take-Two Interactive,0.09,0.08,0.27,0.23,0.67
892,FIFA Soccer Origins,XOne,2018.0,Role-Playing,Electronic Arts,1.57,0.52,0.8,0.31,3.2
893,Call of Duty V,XSX,,Shooter,Take-Two Interactive,0.29,0.32,0.07,0.17,0.85
894,Red Dead Redemption Infinite,PS4,2020.0,Role-Playing,Activision,0.08,0.02,0.09,0.19,0.38
895,Pokemon V,PC,2019.0,Role-Playing,Take-Two Interactive,0.46,0.09,0.1,0.37,1.02
896,Grand Theft Auto 2023,Switch,2017.0,Racing,Ubisoft,0.66,0.01,0.04,0.05,0.76
897,Call of Duty Ultra,PC,2018.0,Sports,Sony Computer Entertainment,0.57,0.12,0.21,0.03,0.93
898,Cyberpunk V,XSX,2020.0,Adventure,Activision,1.28,1.47,0.16,0.37,3.28
899,Halo Ultra,X360,2015.0,Shooter,Take-Two Interactive,0.38,0.07,0.43,0.09,0.97
900,Cyberpunk V,PC,2020.0,Adventure,Take-Two Interactive,0.4,0.84,0.12,0.12,1.48
901,Red Dead Redemption Ultra,XOne,2016.0,Platform,Take-Two Interactive,3.16,0.03,0.21,0.22,3.62
902,Grand Theft Auto Origins,PS5,2023.0,Role-Playing,Take-Two Interactive,0.09,0.11,0.06,0.18,0.44
903,Forza Horizon Origins,PS4,2021.0,Platform,Ubisoft,0.17,2.02,0.17,1.3,3.66
904,God of War V,X360,2022.0,Shooter,Activision,1.69,1.39,0.39,0.45,3.92
905,Halo 2023,XOne,2016.0,Adventure,Ubisoft,0.0,2.07,0.04,0.02,2.13
906,Call of Duty Origins,PS5,2015.0,Action,Electronic Arts,0.42,1.33,0.35,0.32,2.42
907,Cyberpunk Ultra,XSX,2022.0,Platform,Activision,0.75,0.01,0.05,0.1,0.91
908,Halo Remastered,PS4,2018.0,Sports,Ubisoft,1.55,0.75,0.3,0.25,2.85
909,Forza Horizon 2023,PS5,2020.0,Adventure,Take-Two Interactive,0.27,0.07,0.2,0.18,0.72
910,Mario Kart Remastered,PS3,2019.0,Action,Nintendo,1.16,0.56,0.38,0.0,2.1
911,Red Dead Redemption 2024,XSX,2021.0,Racing,Sony Computer Entertainment,0.21,0.88,0.28,0.26,1.63
912,Cyberpunk 2022,PS5,2023.0,Role-Playing,Sony Computer Entertainment,2.19,2.12,0.11,0.5,4.92
913,Red Dead Redemption 2023,XSX,2021.0,Action,Take-Two Interactive,0.01,0.67,0.12,0.1,0.9
914,FIFA Soccer 2023,X360,2023.0,Platform,Sony Computer Entertainment,1.17,2.46,0.45,0.41,4.49
915,Minecraft 2024,X360,2015.0,Action,Sony Computer Entertainment,0.55,0.25,0.06,0.3,1.16
916,Cyberpunk Remastered,Switch,2023.0,Shooter,Electronic Arts,1.63,0.49,0.28,0.12,2.52
917,FIFA Soccer Origins,PS4,2017.0,Shooter,Electronic Arts,1.25,0.65,0.29,0.03,2.22
918,Cyberpunk Origins,XSX,2016.0,Sports,Ubisoft,0.82,1.03,0.17,0.25,2.27
919,Grand Theft Auto 2022,XOne,2020.0,Racing,Electronic Arts,2.89,0.49,0.32,0.61,4.31
920,Minecraft 2022,PC,2021.0,Platform,Nintendo,1.27,1.27,0.04,0.19,2.77
921,FIFA Soccer Remastered,PS3,2021.0,Platform,Take-Two Interactive,0.15,0.03,0.1,0.07,0.35
922,Forza Horizon Origins,PS5,2020.0,Platform,Electronic Arts,1.46,0.19,0.05,0.1,1.8
923,Red Dead Redemption 2022,XOne,2019.0,Platform,Activision,0.93,2.45,0.22,0.43,4.03
924,Cyberpunk Infinite,X360,2016.0,Action,Ubisoft,3.13,0.99,0.11,0.22,4.45
925,Red Dead Redemption Ultra,PS3,2016.0,Adventure,Take-Two Interactive,0.36,2.13,0.14,0.49,3.12
926,Pokemon V,XOne,2021.0,Adventure,Activision,0.05,2.17,0.37,0.34,2.93
927,Forza Horizon Origins,Switch,2020.0,Action,Ubisoft,4.3,0.2,0.28,0.14,4.92
928,Cyberpunk Ultra,X360,2018.0,Racing,Electronic Arts,0.38,0.07,0.83,0.12,1.4
929,Mario Kart Infinite,PS5,2016.0,Adventure,Take-Two Interactive,2.93,1.29,0.17,0.17,4.56
930,Red Dead Redemption Infinite,X360,2022.0,Shooter,Electronic Arts,1.02,3.41,0.83,0.5,5.76
931,Call of Duty Infinite,Switch,2022.0,Action,Take-Two Interactive,3.08,0.23,0.23,0.29,3.83
932,Red Dead Redemption 2022,XOne,2016.0,Sports,Activision,3.07,0.61,0.27,0.01,3.96
933,Cyberpunk Infinite,PC,2016.0,Action,Ubisoft,0.86,0.63,0.21,0.04,1.74
934,Pokemon Origins,PS5,2023.0,Adventure,Ubisoft,1.19,0.41,0.72,0.25,2.57
935,Red Dead Redemption 2024,Switch,2022.0,Sports,Electronic Arts,0.35,0.27,0.09,0.48,1.19
936,The Legend of Zelda Remastered,XOne,2017.0,Racing,Activision,3.0,0.01,0.01,0.05,3.07
937,Cyberpunk 2023,PS4,2019.0,Platform,Nintendo,0.41,3.32,0.53,0.16,4.42
938,God of War V,PC,2018.0,Shooter,Sony Computer Entertainment,0.18,0.56,0.16,0.52,1.42
939,Mario Kart 2022,Switch,2017.0,Platform,Activision,1.28,1.26,0.26,0.6,3.4
940,Mario Kart 2024,PS3,2022.0,Shooter,Take-Two Interactive,0.66,0.23,0.47,0.25,1.61
941,Cyberpunk Remastered,PC,2020.0,Shooter,Nintendo,0.65,0.24,0.04,0.03,0.96
942,Mario Kart 2023,PS3,2018.0,Shooter,Take-Two Interactive,0.12,0.55,0.35,0.1,1.12
943,Minecraft Remastered,Switch,2019.0,Platform,Activision,0.24,0.29,0.01,0.25,0.79
944,Mario Kart 2023,XSX,2023.0,Platform,Nintendo,0.34,0.24,0.44,0.14,1.16
945,Call of Duty Ultra,XOne,2019.0,Shooter,Ubisoft,0.17,0.27,0.11,0.18,0.73
946,The Legend of Zelda Ultra,PS4,2022.0,Role-Playing,Sony Computer Entertainment,0.36,4.56,0.67,0.18,5.77
947,Forza Horizon 2022,XSX,2018.0,Racing,Take-Two Interactive,1.89,0.41,0.08,0.18,2.56
948,The Legend of Zelda Ultra,X360,2019.0,Platform,Electronic Arts,2.29,1.29,0.86,0.03,4.47
949,Pokemon 2024,PS3,2016.0,Racing,Take-Two Interactive,1.45,0.14,0.13,0.08,1.8
950,God of War 2023,XSX,2022.0,Racing,Nintendo,1.69,2.36,0.13,0.07,4.25
951,The Legend of Zelda 2023,XOne,2015.0,Shooter,Take-Two Interactive,4.17,1.48,0.06,0.59,6.3
952,Call of Duty 2024,XOne,2019.0,Racing,Electronic Arts,0.26,0.8,1.12,0.09,2.27
953,Pokemon 2022,PS4,2018.0,Shooter,Activision,2.33,0.31,0.15,0.13,2.92
954,Halo 2022,PS5,2023.0,Role-Playing,Ubisoft,1.99,0.14,0.58,0.29,3.0
955,Minecraft Origins,PS3,2017.0,Role-Playing,Sony Computer Entertainment,1.79,1.32,0.08,0.24,3.43
956,Forza Horizon Infinite,PS3,2022.0,Racing,Sony Computer Entertainment,0.75,0.66,0.32,0.64,2.37
957,Mario Kart 2024,PS4,2021.0,Adventure,Electronic Arts,0.84,1.67,0.73,0.08,3.32
958,The Legend of Zelda V,Switch,2022.0,Adventure,Electronic Arts,0.52,0.01,0.0,0.15,0.68
959,Forza Horizon 2024,XOne,2015.0,Shooter,Sony Computer Entertainment,0.41,0.01,0.03,0.09,0.54
960,Red Dead Redemption 2022,PC,2015.0,Action,Sony Computer Entertainment,0.07,0.29,0.68,0.26,1.3
961,Minecraft Origins,X360,2015.0,Racing,Activision,4.56,0.02,1.97,0.24,6.79
962,The Legend of Zelda 2023,XSX,2023.0,Adventure,Nintendo,1.19,6.07,0.09,0.21,7.56
963,Minecraft Ultra,PS3,2016.0,Platform,Take-Two Interactive,1.38,0.06,1.07,0.0,2.51
964,FIFA Soccer Origins,PC,2018.0,Role-Playing,Electronic Arts,2.4,0.27,0.17,0.11,2.95
965,The Legend of Zelda 2024,PS4,2019.0,Action,Activision,0.65,0.47,0.18,0.07,1.37
966,The Legend of Zelda Origins,Switch,2019.0,Adventure,Take-Two Interactive,1.29,1.72,0.07,0.63,3.71
967,Mario Kart 2022,PS4,2017.0,Sports,,0.38,0.76,0.49,0.57,2.2
968,Halo Remastered,PS3,2018.0,Racing,Sony Computer Entertainment,0.05,0.34,0.06,0.26,0.71
969,FIFA Soccer 2024,X360,2022.0,Platform,Ubisoft,0.8,1.07,0.24,0.66,2.77
970,Halo V,PS5,2017.0,Action,Take-Two Interactive,0.19,0.63,0.23,0.02,1.07
971,Pokemon Remastered,PS5,2015.0,Racing,Activision,0.27,0.23,0.2,0.85,1.55
972,Forza Horizon Remastered,Switch,2016.0,Role-Playing,Sony Computer Entertainment,4.95,2.38,0.02,0.68,8.03
973,Call of Duty 2024,XOne,2023.0,Action,Take-Two Interactive,0.04,0.72,0.06,0.11,0.93
974,FIFA Soccer Remastered,X360,2022.0,Racing,Take-Two Interactive,0.11,0.97,0.12,0.09,1.29
975,Call of Duty 2023,XSX,2019.0,Platform,Activision,1.7,1.71,0.55,0.22,4.18
976,Pokemon Remastered,PS5,2018.0,Action,Activision,0.75,1.39,0.15,0.03,2.32
977,Minecraft V,PS5,2017.0,Sports,Electronic Arts,0.27,0.26,0.24,0.04,0.81
978,Minecraft Remastered,PS3,2018.0,Shooter,Take-Two Interactive,0.48,1.25,0.21,0.03,1.97
979,Halo V,PC,2022.0,Sports,Ubisoft,0.23,1.92,0.22,0.39,2.76
980,God of War Origins,X360,2017.0,Sports,Sony Computer Entertainment,0.31,0.13,0.59,0.16,1.19
981,Pokemon 2022,PS5,2020.0,Action,Ubisoft,0.2,2.04,0.17,0.08,2.49
982,The Legend of Zelda 2024,PS3,2020.0,Shooter,Nintendo,0.29,4.17,0.94,0.46,5.86
983,Halo 2023,XOne,2020.0,Racing,Nintendo,0.02,0.46,0.01,0.17,0.66
984,Red Dead Redemption Infinite,PC,2021.0,Sports,Ubisoft,1.68,0.61,0.27,0.06,2.62
985,Forza Horizon Infinite,Switch,2019.0,Sports,Activision,0.24,0.82,0.51,0.21,1.78
986,God of War Ultra,PC,2015.0,Action,Take-Two Interactive,1.35,1.22,0.18,0.3,3.05
987,The Legend of Zelda Remastered,PS3,2021.0,Sports,Sony Computer Entertainment,0.71,0.32,0.38,0.02,1.43
988,Mario Kart 2023,PS5,2017.0,Sports,Take-Two Interactive,0.01,0.26,0.03,0.27,0.57
989,Forza Horizon 2024,XOne,2017.0,Role-Playing,Sony Computer Entertainment,0.84,1.32,0.46,0.06,2.68
990,Minecraft Ultra,PC,2022.0,Role-Playing,Electronic Arts,0.89,0.17,0.59,0.07,1.72
991,The Legend of Zelda V,Switch,2021.0,Shooter,Sony Computer Entertainment,0.2,1.01,0.44,0.16,1.81
992,The Legend of Zelda 2023,XSX,2020.0,Action,Activision,0.15,0.49,0.09,0.46,1.19
993,Mario Kart 2023,PS3,2019.0,Adventure,Nintendo,1.07,0.4,0.44,0.14,2.05
994,The Legend of Zelda Ultra,X360,2023.0,Sports,Take-Two Interactive,2.97,0.34,0.03,0.17,3.51
995,Red Dead Redemption 2024,PS5,2015.0,Platform,Electronic Arts,0.24,0.69,0.78,0.04,1.75
996,FIFA Soccer 2024,XOne,2019.0,Adventure,Take-Two Interactive,4.7,0.16,0.44,0.1,5.4
997,Mario Kart Infinite,X360,2021.0,Sports,Take-Two Interactive,0.04,0.42,0.03,0.59,1.08
998,God of War Remastered,PS5,2018.0,Role-Playing,Electronic Arts,1.15,0.03,0.0,0.02,1.2
999,God of War V,XSX,2015.0,Platform,Sony Computer Entertainment,2.99,0.32,0.04,0.07,3.42
1000,FIFA Soccer V,PS4,2017.0,Role-Playing,Electronic Arts,1.48,0.79,1.29,0.19,3.75
1001,Cyberpunk Ultra,XOne,2021.0,Sports,Ubisoft,1.59,0.02,0.21,0.08,1.9
1002,The Legend of Zelda V,PC,,Adventure,Nintendo,2.35,0.68,0.15,0.11,3.29
1003,Red Dead Redemption 2022,Switch,2019.0,Sports,Take-Two Interactive,0.06,0.13,0.47,0.11,0.77
1004,Forza Horizon V,XSX,2015.0,Sports,Ubisoft,1.86,0.07,0.29,0.0,2.22
1005,Forza Horizon Origins,XSX,2020.0,Adventure,Take-Two Interactive,2.24,0.53,0.12,0.04,2.93
1006,God of War V,XSX,2021.0,Sports,Take-Two Interactive,0.01,0.45,0.07,0.6,1.13
1007,FIFA Soccer 2022,XOne,2016.0,Platform,Take-Two Interactive,0.33,0.55,0.16,0.38,1.42
1008,Cyberpunk 2023,PC,2019.0,Adventure,Take-Two Interactive,0.27,1.0,0.14,0.08,1.49
1009,Red Dead Redemption V,PS3,2016.0,Sports,Nintendo,1.44,0.08,0.38,0.28,2.18
1010,Grand Theft Auto 2022,X360,2019.0,Platform,Nintendo,2.92,0.34,0.99,0.6,4.85
1011,Cyberpunk Infinite,PS4,2023.0,Platform,Nintendo,0.18,0.25,0.89,0.11,1.43
1012,The Legend of Zelda 2022,PS3,2023.0,Action,Ubisoft,0.84,0.08,0.18,1.9,3.0
1013,Red Dead Redemption 2022,PS4,2021.0,Adventure,Activision,3.36,0.39,0.46,0.24,4.45
1014,Call of Duty Remastered,Switch,2022.0,Role-Playing,Ubisoft,0.11,0.45,0.04,0.61,1.21
1015,Forza Horizon 2024,X360,2022.0,Sports,Sony Computer Entertainment,0.47,1.08,0.42,0.27,2.24
1016,Call of Duty 2024,PC,2022.0,Sports,Activision,0.74,0.67,0.38,0.03,1.82
1017,Pokemon 2023,XOne,2021.0,Shooter,Activision,1.53,1.48,0.19,0.12,3.32
1018,Mario Kart Remastered,PS3,2020.0,Role-Playing,Sony Computer Entertainment,2.65,1.63,0.25,0.1,4.63
1019,Halo 2022,XOne,2020.0,Platform,Electronic Arts,0.15,1.56,0.68,0.73,3.12
1020,Halo Ultra,XSX,2017.0,Sports,Ubisoft,2.21,0.03,0.31,0.36,2.91
1021,Grand Theft Auto 2022,PS3,2016.0,Platform,Nintendo,0.77,0.01,0.0,0.07,0.85
1022,Forza Horizon 2024,PS3,2022.0,Adventure,Sony Computer Entertainment,0.01,0.03,0.36,0.08,0.48
1023,God of War Origins,PS4,2015.0,Shooter,Activision,3.52,0.19,0.11,0.37,4.19
1024,Call of Duty Remastered,PS4,2022.0,Shooter,Take-Two Interactive,0.7,0.1,0.14,0.01,0.95
1025,Grand Theft Auto 2024,Switch,2018.0,Adventure,Ubisoft,0.82,0.52,0.18,0.37,1.89
1026,God of War 2023,XSX,2016.0,Adventure,Ubisoft,0.29,0.13,0.32,0.29,1.03
1027,Halo 2024,Switch,2020.0,Racing,Activision,0.1,0.33,0.04,0.19,0.66
1028,Call of Duty 2023,PS5,2022.0,Action,Sony Computer Entertainment,0.76,0.03,0.28,0.31,1.38
1029,Call of Duty Ultra,PS3,2023.0,Adventure,Sony Computer Entertainment,4.23,2.69,0.16,0.08,7.16
1030,FIFA Soccer Remastered,X360,2021.0,Sports,Ubisoft,0.45,0.97,0.08,0.08,1.58
1031,Call of Duty V,PS4,2021.0,Racing,Nintendo,0.03,0.78,0.09,0.28,1.18
1032,The Legend of Zelda Ultra,XSX,2015.0,Shooter,Activision,1.26,0.83,0.0,0.49,2.58
1033,Cyberpunk V,PS4,2022.0,Role-Playing,Activision,1.08,0.49,0.01,0.0,1.58
1034,Cyberpunk Infinite,PS3,2020.0,Adventure,Activision,2.71,1.62,0.14,0.02,4.49
1035,Cyberpunk 2022,XSX,2016.0,Role-Playing,Ubisoft,0.21,0.52,0.2,0.17,1.1
1036,Minecraft Ultra,XOne,2023.0,Action,Electronic Arts,0.67,1.33,0.53,0.13,2.66
1037,Call of Duty Remastered,X360,2022.0,Action,Activision,0.67,0.59,0.05,0.18,1.49
1038,The Legend of Zelda Infinite,PS5,2022.0,Adventure,Activision,0.64,0.47,0.16,0.19,1.46
