Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
781,Cyberpunk 2024,PS4,2023.0,Shooter,Nintendo,1.1,0.93,0.32,0.23,2.58
782,The Legend of Zelda 2024,PS3,2020.0,Racing,Activision,0.47,0.67,0.81,0.08,2.03
783,The Legend of Zelda 2024,XOne,2022.0,Platform,Ubisoft,2.62,1.01,0.36,0.22,4.21
784,Forza Horizon 2023,XOne,2023.0,Role-Playing,Nintendo,0.16,1.36,0.4,0.37,2.29
785,Grand Theft Auto 2023,PS4,2023.0,Shooter,Nintendo,1.17,0.43,0.3,0.12,2.02
786,Mario Kart Infinite,PC,2019.0,Sports,Activision,1.75,1.58,0.56,0.09,3.98
787,Cyberpunk Origins,PS5,2016.0,Shooter,Electronic Arts,0.01,2.41,0.48,0.05,2.95
788,Halo V,X360,2019.0,Shooter,Sony Computer Entertainment,3.05,0.17,0.3,0.34,3.86
789,Minecraft Remastered,PS3,2022.0,Sports,Ubisoft,0.2,0.01,0.29,0.13,0.63
790,Halo 2023,Switch,2015.0,Role-Playing,Sony Computer Entertainment,0.09,1.13,0.0,0.8,2.02
791,Grand Theft Auto 2023,X360,2020.0,Sports,Activision,1.73,1.39,0.01,0.11,3.24
792,The Legend of Zelda 2022,XOne,2017.0,Sports,Take-Two Interactive,0.06,0.71,0.42,0.13,1.32
793,Call of Duty 2024,Switch,2016.0,Action,Ubisoft,3.27,0.06,0.27,0.19,3.79
794,FIFA Soccer Remastered,XSX,2023.0,Shooter,Sony Computer Entertainment,1.12,0.71,0.04,0.47,2.34
795,Red Dead Redemption V,PS3,,Role-Playing,Take-Two Interactive,2.63,0.42,0.15,0.3,3.5
796,Cyberpunk 2024,X360,2022.0,Adventure,Nintendo,0.5,0.25,0.27,0.04,1.06
797,FIFA Soccer 2024,Switch,2019.0,Action,Activision,1.16,2.5,0.43,0.13,4.22
798,God of War 2022,XSX,2018.0,Sports,Take-Two Interactive,1.26,0.25,0.27,0.15,1.93
799,FIFA Soccer 2022,Switch,2022.0,Role-Playing,Ubisoft,0.84,2.24,0.39,0.65,4.12
800,Halo Remastered,PS5,2023.0,Sports,Activision,0.44,0.11,0.02,0.15,0.72
801,Pokemon V,PS4,2019.0,Sports,Sony Computer Entertainment,0.09,3.57,0.34,0.35,4.35
802,Red Dead Redemption Origins,XOne,2021.0,Racing,Sony Computer Entertainment,0.08,0.53,0.06,0.33,1.0
803,Cyberpunk Infinite,PC,2017.0,Sports,Take-Two Interactive,0.22,0.07,0.12,0.14,0.55
804,Mario Kart V,XOne,2018.0,Role-Playing,Ubisoft,0.53,0.83,1.02,0.18,2.56
805,The Legend of Zelda Ultra,X360,2022.0,Sports,Electronic Arts,0.42,0.08,0.17,0.1,0.77
806,Halo Ultra,PS5,2020.0,Adventure,Nintendo,1.04,0.45,0.08,0.12,1.69
807,Red Dead Redemption 2023,X360,2020.0,Role-Playing,Electronic Arts,0.64,0.79,0.2,0.52,2.15
808,Cyberpunk Ultra,PC,2021.0,Action,Activision,0.04,0.31,0.1,0.13,0.58
809,Minecraft V,XOne,2018.0,Shooter,Activision,1.1,0.3,0.05,0.13,1.58
810,Halo 2023,XOne,2020.0,Adventure,Sony Computer Entertainment,0.61,0.22,0.12,1.06,2.01
811,Forza Horizon 2022,X360,2023.0,Racing,Activision,0.82,0.1,0.04,0.3,1.26
812,Forza Horizon Ultra,PS3,2020.0,Action,Nintendo,0.24,1.62,0.03,0.0,1.89
813,FIFA Soccer Ultra,XOne,2016.0,Platform,Nintendo,6.32,1.06,0.92,0.04,8.34
814,Pokemon V,Switch,2020.0,Action,Electronic Arts,1.94,0.01,0.08,0.23,2.26
815,Pokemon 2022,X360,2019.0,Platform,Electronic Arts,0.53,1.31,0.32,0.14,2.3
816,Mario Kart Origins,XOne,2019.0,Racing,Electronic Arts,1.64,0.41,0.38,0.29,2.72
817,Pokemon 2022,PS4,2021.0,Adventure,Ubisoft,2.41,0.51,0.16,0.22,3.3
818,Red Dead Redemption 2022,PS3,2018.0,Sports,Nintendo,0.32,1.21,0.09,0.04,1.66
819,God of War 2022,PS3,,Action,Take-Two Interactive,0.38,0.48,0.08,0.11,1.05
820,Grand Theft Auto Remastered,PC,2016.0,Action,Electronic Arts,1.84,1.57,0.38,0.58,4.37
821,God of War 2022,XOne,,Action,Take-Two Interactive,0.49,0.12,0.12,0.01,0.74
822,Pokemon Origins,PS5,2023.0,Sports,Activision,0.01,0.19,0.01,0.35,0.56
823,Cyberpunk 2024,PS3,2016.0,Sports,Nintendo,2.54,1.01,0.13,0.22,3.9
824,Red Dead Redemption 2024,PS3,2016.0,Adventure,Take-Two Interactive,0.46,0.02,0.15,0.67,1.3
825,FIFA Soccer Remastered,PS4,2018.0,Racing,Ubisoft,1.44,0.37,0.32,0.22,2.35
826,Mario Kart Ultra,XOne,2023.0,Platform,Take-Two Interactive,0.07,1.65,0.1,0.09,1.91
827,Mario Kart Origins,PS4,2015.0,Platform,Nintendo,1.41,0.37,0.26,0.17,2.21
828,Pokemon Remastered,PS5,2017.0,Role-Playing,Take-Two Interactive,2.88,0.49,0.09,0.13,3.59
829,Grand Theft Auto 2023,X360,2019.0,Adventure,Activision,1.79,0.52,0.48,0.18,2.97
830,Red Dead Redemption Origins,Switch,2021.0,Shooter,Take-Two Interactive,0.29,0.16,0.45,0.06,0.96
831,Halo 2024,Switch,2020.0,Shooter,Sony Computer Entertainment,0.27,0.59,0.55,0.03,1.44
832,Minecraft V,XOne,2021.0,Shooter,Nintendo,1.26,0.8,0.17,0.57,2.8
833,Minecraft Ultra,PS3,2015.0,Platform,Ubisoft,0.48,1.12,0.12,0.39,2.11
834,Mario Kart 2023,XOne,2017.0,Role-Playing,Nintendo,0.11,2.82,1.16,0.03,4.12
835,Grand Theft Auto 2022,XOne,2021.0,Shooter,Electronic Arts,0.22,0.36,0.1,0.23,0.91
836,Call of Duty Remastered,XSX,2018.0,Adventure,Sony Computer Entertainment,0.09,0.48,0.03,0.23,0.83
837,Halo Remastered,PS5,2016.0,Action,Take-Two Interactive,0.97,0.06,0.32,0.17,1.52
838,Call of Duty 2024,XOne,,Sports,Take-Two Interactive,1.28,1.89,0.14,0.22,3.53
839,Red Dead Redemption Ultra,XOne,2020.0,Platform,Electronic Arts,0.12,1.24,0.35,0.75,2.46
840,Red Dead Redemption Ultra,PS5,2018.0,Role-Playing,Sony Computer Entertainment,2.52,1.19,0.61,0.06,4.38
841,Red Dead Redemption 2022,PS5,2019.0,Shooter,Activision,2.09,1.39,0.41,0.25,4.14
842,Cyberpunk Ultra,PC,2015.0,Action,Take-Two Interactive,2.5,0.01,0.36,0.77,3.64
843,God of War 2024,PS4,2020.0,Action,Nintendo,0.65,0.3,0.09,0.14,1.18
844,Pokemon 2023,XOne,2017.0,Adventure,Ubisoft,0.08,0.25,0.25,0.41,0.99
845,Red Dead Redemption Ultra,PS4,2021.0,Sports,Electronic Arts,1.84,1.09,0.27,0.19,3.39
846,Forza Horizon 2023,X360,2019.0,Role-Playing,Activision,1.75,1.53,0.29,0.11,3.68
847,FIFA Soccer 2022,X360,2022.0,Platform,Ubisoft,0.97,0.27,1.15,0.08,2.47
848,The Legend of Zelda Ultra,X360,2018.0,Racing,Sony Computer Entertainment,1.2,2.27,0.07,0.01,3.55
849,Halo Origins,PS3,2017.0,Shooter,Take-Two Interactive,1.19,0.14,0.4,0.32,2.05
850,Pokemon 2023,XOne,2022.0,Shooter,Sony Computer Entertainment,1.75,0.78,0.11,0.04,2.68
851,Red Dead Redemption 2022,PC,2016.0,Sports,Nintendo,2.29,0.58,0.39,0.01,3.27
852,God of War 2022,XOne,2023.0,Adventure,Take-Two Interactive,3.62,0.79,0.46,0.53,5.4
853,Call of Duty 2023,XSX,2021.0,Shooter,Take-Two Interactive,2.67,0.75,0.44,0.34,4.2
854,Red Dead Redemption Remastered,PS3,2017.0,Role-Playing,Take-Two Interactive,3.87,0.05,0.03,0.18,4.13
855,God of War Origins,X360,2017.0,Adventure,Take-Two Interactive,0.42,1.58,0.07,0.04,2.11
856,The Legend of Zelda Remastered,PS5,2021.0,Sports,Take-Two Interactive,0.26,0.77,0.08,0.52,1.63
857,Call of Duty Remastered,PS3,2021.0,Role-Playing,Activision,0.45,0.19,0.25,0.19,1.08
858,Halo Infinite,XSX,2019.0,Role-Playing,Sony Computer Entertainment,1.89,0.29,0.51,0.14,2.83
859,Halo Ultra,PC,2018.0,Sports,Take-Two Interactive,1.51,1.63,0.15,0.27,3.56
860,Minecraft V,PS4,2019.0,Sports,Ubisoft,1.78,0.87,0.12,0.18,2.95
861,Pokemon Origins,X360,2020.0,Action,Take-Two Interactive,0.12,0.12,1.14,0.22,1.6
862,Pokemon Infinite,Switch,2017.0,Platform,Sony Computer Entertainment,0.22,0.08,0.09,0.08,0.47
863,Red Dead Redemption 2022,XSX,2015.0,Action,Activision,0.02,3.69,0.24,0.01,3.96
864,Red Dead Redemption Ultra,PS5,2023.0,Shooter,Electronic Arts,3.48,1.1,0.57,0.11,5.26
865,God of War 2024,Switch,2019.0,Racing,Sony Computer Entertainment,1.89,0.62,0.11,0.14,2.76
866,Forza Horizon Origins,PS3,2023.0,Platform,Sony Computer Entertainment,0.02,0.6,0.52,0.01,1.15
867,Mario Kart 2022,PS5,2021.0,Sports,Electronic Arts,0.71,0.83,0.21,0.25,2.0
868,Red Dead Redemption 2024,PS3,,Role-Playing,Sony Computer Entertainment,0.04,0.03,0.03,0.11,0.21
869,FIFA Soccer Ultra,XOne,2018.0,Action,Nintendo,0.32,0.14,0.1,0.0,0.56
870,Minecraft Remastered,PS4,2016.0,Role-Playing,Take-Two Interactive,1.34,0.31,0.12,0.21,1.98
871,Halo 2022,PS3,2015.0,Adventure,Ubisoft,1.31,0.04,0.1,0.01,1.46
872,Minecraft Ultra,XSX,2019.0,Platform,Sony Computer Entertainment,0.4,0.02,0.01,0.76,1.19
873,Mario Kart 2023,PS3,2022.0,Adventure,Nintendo,0.28,0.09,0.39,0.05,0.81
874,Forza Horizon 2024,PS5,2023.0,Platform,Take-Two Interactive,0.18,0.15,0.25,0.11,0.69
875,Forza Horizon 2022,XOne,2020.0,Adventure,Take-Two Interactive,0.0,1.02,0.17,0.09,1.28
876,FIFA Soccer 2024,PS5,2021.0,Platform,,0.4,0.2,0.07,0.13,0.8
877,Mario Kart Ultra,PS3,2018.0,Racing,Electronic Arts,0.67,0.13,0.16,0.03,0.99
878,FIFA Soccer 2023,Switch,2015.0,Role-Playing,Activision,0.87,0.8,0.95,0.12,2.74
879,Forza Horizon 2022,Switch,2021.0,Platform,Electronic Arts,1.53,0.22,0.0,0.51,2.26
880,Halo Remastered,XSX,2016.0,Action,Take-Two Interactive,0.21,0.66,0.02,0.75,1.64
881,Pokemon Ultra,PS3,2015.0,Racing,Nintendo,1.58,1.18,0.33,0.06,3.15
882,FIFA Soccer 2023,PS4,2023.0,Platform,Ubisoft,0.25,0.41,0.4,0.07,1.13
883,God of War 2023,X360,2020.0,Adventure,Activision,0.11,0.33,0.21,0.33,0.98
884,Forza Horizon Ultra,XOne,2018.0,Sports,Electronic Arts,0.76,0.85,0.32,0.41,2.34
885,Minecraft Remastered,XOne,2015.0,Shooter,Sony Computer Entertainment,0.5,0.23,0.16,0.18,1.07
886,Forza Horizon 2022,PS4,2021.0,Platform,Electronic Arts,0.33,0.53,0.19,0.14,1.19
887,Cyberpunk 2023,PC,2016.0,Sports,Activision,0.69,0.18,0.25,0.08,1.2
888,Call of Duty 2023,Switch,2017.0,Action,Sony Computer Entertainment,1.61,0.35,0.66,0.13,2.75
889,Red Dead Redemption Infinite,PS5,2021.0,Role-Playing,,0.76,0.75,0.68,0.13,2.32
890,Pokemon Origins,X360,2022.0,Sports,Take-Two Interactive,3.19,0.87,0.2,0.11,4.37
891,Halo Ultra,Switch,2019.0,Role-Playing,Take-Two Interactive,0.34,0.18,0.0,0.33,0.85
892,Call of Duty 2023,XSX,2023.0,Racing,Take-Two Interactive,0.64,0.96,0.3,0.03,1.93
893,The Legend of Zelda Remastered,PS3,2020.0,Shooter,Electronic Arts,0.36,0.21,0.49,0.25,1.31
894,The Legend of Zelda 2023,PS4,2016.0,Shooter,Nintendo,0.19,0.02,0.4,0.07,0.68
895,Grand Theft Auto Infinite,PC,2016.0,Platform,Activision,0.46,0.1,0.03,0.1,0.69
896,Cyberpunk V,PS4,2021.0,Sports,Activision,1.55,0.2,0.48,0.05,2.28
897,Pokemon V,PS5,2017.0,Racing,Sony Computer Entertainment,0.58,3.21,0.14,0.25,4.18
898,God of War V,X360,2016.0,Sports,Nintendo,1.59,1.19,0.33,0.09,3.2
899,Forza Horizon Ultra,XSX,2017.0,Racing,Nintendo,0.29,0.06,0.76,0.19,1.3
900,Red Dead Redemption Remastered,PS5,2017.0,Sports,Activision,1.44,0.31,0.21,0.04,2.0
901,Mario Kart Infinite,X360,2018.0,Sports,Electronic Arts,1.81,1.11,0.41,0.79,4.12
902,Cyberpunk 2023,XSX,2018.0,Action,Activision,0.66,0.43,0.02,0.0,1.11
903,Forza Horizon Infinite,PS3,2019.0,Sports,Electronic Arts,0.24,3.7,0.11,0.26,4.31
904,God of War Remastered,PS3,2022.0,Role-Playing,Nintendo,0.52,2.6,0.12,1.03,4.27
905,Pokemon 2022,XOne,2016.0,Role-Playing,Nintendo,2.42,0.94,0.05,0.22,3.63
906,FIFA Soccer 2023,PS4,2016.0,Action,,0.67,0.6,0.57,0.67,2.51
907,Halo Remastered,PC,2020.0,Role-Playing,Nintendo,1.82,0.71,0.3,0.18,3.01
908,Forza Horizon 2023,PS3,2021.0,Platform,Electronic Arts,0.99,0.7,0.23,0.16,2.08
909,Cyberpunk Ultra,Switch,2018.0,Racing,Ubisoft,1.22,2.27,0.4,0.19,4.08
910,Red Dead Redemption V,PS5,2018.0,Sports,Take-Two Interactive,2.01,0.16,0.24,0.32,2.73
911,FIFA Soccer 2022,XSX,2015.0,Action,Nintendo,1.11,0.82,0.16,0.17,2.26
912,God of War Origins,PS3,2020.0,Role-Playing,Ubisoft,5.54,0.49,0.38,0.39,6.8
913,The Legend of Zelda Origins,X360,2016.0,Sports,Take-Two Interactive,1.46,2.03,0.09,0.11,3.69
914,Mario Kart Remastered,PS4,2019.0,Action,Activision,3.14,0.63,0.05,0.53,4.35
915,God of War 2023,XSX,,Shooter,Sony Computer Entertainment,0.96,0.09,0.18,0.39,1.62
916,Cyberpunk 2022,PC,2017.0,Adventure,Activision,2.04,1.53,0.4,0.24,4.21
917,Halo 2024,PS4,2015.0,Platform,Ubisoft,1.74,0.21,0.05,0.38,2.38
918,The Legend of Zelda V,XSX,2021.0,Platform,Activision,0.2,0.98,0.05,0.38,1.61
919,Call of Duty Infinite,X360,2017.0,Role-Playing,Nintendo,0.05,0.36,0.42,0.12,0.95
920,Minecraft V,PC,2018.0,Shooter,Activision,0.13,0.03,0.28,0.74,1.18
921,God of War Remastered,XSX,2019.0,Platform,Sony Computer Entertainment,0.2,0.49,0.28,0.1,1.07
922,Mario Kart Remastered,PS5,2016.0,Sports,Activision,0.25,0.68,0.05,0.08,1.06
923,Call of Duty 2024,XSX,2021.0,Role-Playing,Nintendo,1.8,0.27,0.38,0.04,2.49
924,God of War V,PC,2016.0,Platform,Sony Computer Entertainment,0.24,1.9,0.03,0.49,2.66
925,The Legend of Zelda Remastered,PS4,2023.0,Action,Nintendo,0.93,0.02,0.37,0.31,1.63
926,Red Dead Redemption Origins,PC,2016.0,Shooter,Nintendo,1.08,0.26,0.21,0.37,1.92
927,FIFA Soccer Infinite,XSX,,Role-Playing,Sony Computer Entertainment,0.78,0.16,0.04,0.02,1.0
928,Minecraft Remastered,PC,2015.0,Sports,Take-Two Interactive,1.13,1.66,0.46,0.03,3.28
929,Pokemon Ultra,XOne,2019.0,Adventure,Take-Two Interactive,2.33,0.09,0.05,0.33,2.8
930,Grand Theft Auto Remastered,XSX,2023.0,Shooter,Ubisoft,2.34,0.24,0.03,0.04,2.65
931,The Legend of Zelda Infinite,Switch,2020.0,Adventure,Ubisoft,0.17,0.62,0.29,0.16,1.24
932,God of War V,Switch,2020.0,Adventure,Sony Computer Entertainment,1.36,0.67,0.49,0.25,2.77
933,Pokemon 2022,PS4,2021.0,Role-Playing,Take-Two Interactive,1.43,1.03,0.09,0.2,2.75
934,Minecraft Infinite,X360,2023.0,Racing,Electronic Arts,0.51,0.79,0.0,0.36,1.66
935,Grand Theft Auto 2023,PS3,2022.0,Role-Playing,Nintendo,0.02,1.17,0.15,0.42,1.76
936,Mario Kart 2023,X360,2015.0,Role-Playing,Ubisoft,1.39,1.44,0.0,0.11,2.94
937,Call of Duty 2022,PS5,2017.0,Shooter,Activision,0.3,0.27,0.04,0.25,0.86
938,Halo V,Switch,2022.0,Role-Playing,Take-Two Interactive,2.64,0.02,0.18,0.24,3.08
939,Pokemon 2023,PS5,2016.0,Platform,Take-Two Interactive,3.47,0.49,0.07,0.31,4.34
940,Red Dead Redemption V,PS3,2019.0,Action,Take-Two Interactive,0.58,0.32,0.01,0.15,1.06
941,God of War 2022,XOne,2018.0,Racing,Sony Computer Entertainment,0.62,0.1,0.38,0.06,1.16
942,The Legend of Zelda Ultra,PS3,2022.0,Adventure,Nintendo,0.03,2.02,0.17,0.06,2.28
943,Red Dead Redemption 2023,Switch,2016.0,Sports,Take-Two Interactive,6.33,1.57,0.0,0.01,7.91
944,Call of Duty Ultra,PS3,2020.0,Action,Sony Computer Entertainment,1.82,2.05,0.08,0.19,4.14
945,Minecraft Remastered,PS5,2017.0,Adventure,Activision,7.01,0.16,0.36,0.55,8.08
946,Forza Horizon Origins,XSX,2016.0,Racing,Electronic Arts,3.36,0.26,0.39,0.22,4.23
947,The Legend of Zelda 2024,Switch,2015.0,Platform,Take-Two Interactive,0.14,0.14,0.12,0.62,1.02
948,God of War Remastered,PS3,2022.0,Shooter,Sony Computer Entertainment,0.83,2.28,0.26,0.64,4.01
949,Forza Horizon 2024,PC,2022.0,Role-Playing,Sony Computer Entertainment,0.02,0.51,0.8,0.13,1.46
950,Forza Horizon Origins,Switch,2018.0,Platform,Ubisoft,2.79,0.09,0.07,0.12,3.07
951,Pokemon Ultra,PS3,2017.0,Adventure,Electronic Arts,0.9,0.86,0.14,0.38,2.28
952,Call of Duty Origins,PS5,2016.0,Sports,Activision,0.15,1.47,0.46,0.27,2.35
953,The Legend of Zelda 2024,PS3,2019.0,Action,Ubisoft,0.11,1.13,0.66,0.32,2.22
954,Call of Duty 2023,PS5,2015.0,Role-Playing,Ubisoft,1.85,0.84,0.25,0.3,3.24
955,The Legend of Zelda 2023,XOne,2021.0,Adventure,Activision,0.27,0.04,0.2,0.16,0.67
956,Red Dead Redemption Infinite,XSX,2017.0,Racing,Activision,1.13,0.05,0.4,0.19,1.77
957,Call of Duty 2024,PS4,2022.0,Sports,,1.18,0.12,0.2,0.04,1.54
958,The Legend of Zelda Remastered,PS4,2023.0,Shooter,Nintendo,2.25,0.01,0.24,0.33,2.83
959,Cyberpunk Origins,X360,2022.0,Sports,Sony Computer Entertainment,0.78,0.0,0.24,0.68,1.7
960,The Legend of Zelda V,PS4,2022.0,Sports,Take-Two Interactive,1.2,3.75,0.52,0.34,5.81
961,Forza Horizon Infinite,PS4,2023.0,Role-Playing,Take-Two Interactive,0.71,0.25,0.38,0.79,2.13
962,Halo Origins,PS5,2018.0,Platform,Take-Two Interactive,1.08,0.96,0.09,0.41,2.54
963,Grand Theft Auto Ultra,Switch,2022.0,Platform,Activision,0.87,1.71,0.18,0.02,2.78
964,Minecraft Remastered,X360,2018.0,Role-Playing,Sony Computer Entertainment,3.0,0.13,0.5,0.43,4.06
965,Cyberpunk Origins,PC,2022.0,Shooter,Ubisoft,0.59,0.47,0.03,0.56,1.65
966,Cyberpunk Remastered,Switch,2018.0,Platform,Ubisoft,2.55,1.42,0.84,0.51,5.32
967,FIFA Soccer Remastered,PS4,2016.0,Shooter,Ubisoft,0.06,0.91,0.12,0.16,1.25
968,Grand Theft Auto Infinite,XOne,2018.0,Shooter,Electronic Arts,1.61,0.39,0.49,0.99,3.48
969,Grand Theft Auto Infinite,PS4,2019.0,Action,Ubisoft,3.31,0.26,0.0,0.02,3.59
970,Red Dead Redemption 2023,XSX,2022.0,Racing,Activision,1.53,0.17,0.01,0.48,2.19
971,FIFA Soccer 2023,XSX,2021.0,Shooter,Take-Two Interactive,2.71,1.03,0.51,0.51,4.76
972,FIFA Soccer Infinite,PC,2018.0,Adventure,Sony Computer Entertainment,1.28,4.23,0.19,0.32,6.02
973,Call of Duty Infinite,Switch,2016.0,Adventure,Electronic Arts,0.07,2.28,1.25,0.02,3.62
974,The Legend of Zelda Origins,Switch,2023.0,Action,Ubisoft,1.41,0.32,0.3,0.27,2.3
975,Halo V,PS3,2022.0,Platform,Ubisoft,0.12,0.04,0.63,0.3,1.09
976,Halo Origins,PC,2015.0,Sports,Sony Computer Entertainment,3.65,2.72,0.14,0.22,6.73
977,Grand Theft Auto V,PS3,2020.0,Platform,Take-Two Interactive,1.87,1.27,0.39,0.02,3.55
978,Pokemon Ultra,X360,2019.0,Action,Nintendo,0.07,1.13,0.05,0.61,1.86
979,Call of Duty 2022,PS3,2023.0,Adventure,Nintendo,0.62,0.12,1.06,0.03,1.83
980,Minecraft Origins,XOne,2017.0,Action,Electronic Arts,1.88,0.36,0.06,0.11,2.41
981,Grand Theft Auto 2023,PS5,2017.0,Platform,Electronic Arts,0.43,0.76,0.02,0.03,1.24
982,Red Dead Redemption Ultra,PS4,2019.0,Role-Playing,Ubisoft,0.21,0.53,0.4,0.37,1.51
983,Minecraft Remastered,PC,2018.0,Role-Playing,Electronic Arts,0.34,0.05,0.0,0.53,0.92
984,God of War Infinite,X360,2016.0,Racing,Take-Two Interactive,0.38,0.86,0.03,0.21,1.48
985,God of War Remastered,XSX,2016.0,Adventure,Electronic Arts,1.96,0.08,0.05,0.09,2.18
986,Halo Origins,PS4,2019.0,Action,Ubisoft,0.87,1.24,0.32,0.18,2.61
987,The Legend of Zelda Infinite,Switch,2020.0,Platform,Ubisoft,1.68,0.92,0.33,0.04,2.97
988,Halo 2023,PS5,2020.0,Role-Playing,Electronic Arts,0.1,0.52,0.58,0.2,1.4
989,Minecraft 2024,XSX,2019.0,Platform,Electronic Arts,0.66,0.37,0.19,0.45,1.67
990,Red Dead Redemption Infinite,XOne,2022.0,Shooter,Electronic Arts,1.84,0.61,0.13,0.07,2.65
991,Forza Horizon 2023,Switch,2021.0,Platform,Sony Computer Entertainment,0.39,0.48,0.12,0.03,1.02
992,Call of Duty Remastered,PC,2020.0,Action,Ubisoft,0.46,0.24,0.08,0.06,0.84
993,Red Dead Redemption 2023,XSX,2023.0,Role-Playing,Electronic Arts,1.66,0.56,0.14,0.14,2.5
994,Halo Infinite,PS5,2020.0,Shooter,Activision,1.53,0.97,0.5,0.11,3.11
995,God of War 2024,XSX,2015.0,Platform,Nintendo,0.34,1.76,0.44,0.65,3.19
996,Mario Kart Origins,X360,2023.0,Racing,Take-Two Interactive,0.15,0.01,0.3,0.11,0.57
997,The Legend of Zelda V,XOne,2023.0,Action,Activision,0.07,0.69,0.3,0.04,1.1
998,Red Dead Redemption 2023,X360,2019.0,Sports,,0.01,0.58,0.03,0.27,0.89
999,Grand Theft Auto Origins,XOne,2020.0,Racing,Nintendo,0.2,2.51,0.08,0.15,2.94
1000,Call of Duty Infinite,XSX,2016.0,Role-Playing,Activision,0.01,1.28,0.25,1.07,2.61
1001,Grand Theft Auto Ultra,XOne,2018.0,Racing,Nintendo,0.09,1.56,0.27,0.02,1.94
1002,Call of Duty 2022,PS4,2020.0,Platform,Ubisoft,0.21,0.19,0.43,0.31,1.14
1003,Red Dead Redemption Infinite,PS3,2019.0,Adventure,,0.52,0.38,0.04,0.71,1.65
1004,Call of Duty Origins,PS5,2015.0,Adventure,Electronic Arts,0.66,1.2,0.17,0.04,2.07
1005,God of War Remastered,XOne,2021.0,Adventure,Nintendo,0.64,0.17,0.18,0.04,1.03
1006,Cyberpunk V,Switch,2021.0,Role-Playing,Nintendo,1.34,2.38,0.12,0.3,4.14
1007,Cyberpunk 2024,Switch,2016.0,Shooter,Ubisoft,3.84,0.27,0.04,0.36,4.51
1008,God of War Ultra,XSX,2020.0,Sports,Electronic Arts,0.5,0.79,0.19,0.16,1.64
1009,Forza Horizon Origins,XSX,2016.0,Shooter,Take-Two Interactive,1.83,0.29,0.04,0.03,2.19
1010,FIFA Soccer Origins,XSX,2020.0,Adventure,Take-Two Interactive,0.82,0.05,0.15,0.27,1.29
1011,Halo 2024,Switch,2021.0,Role-Playing,Ubisoft,2.16,0.19,0.16,1.0,3.51
1012,Grand Theft Auto Origins,Switch,2016.0,Action,Take-Two Interactive,2.61,1.38,0.14,0.32,4.45
1013,God of War V,PS4,2018.0,Action,Take-Two Interactive,0.99,1.49,0.5,0.27,3.25
1014,Mario Kart V,X360,2020.0,Action,Activision,0.17,0.41,0.81,0.05,1.44
1015,Pokemon Ultra,PS3,2021.0,Platform,Activision,3.63,0.55,0.29,0.1,4.57
1016,Minecraft V,PS3,2021.0,Racing,Activision,0.31,1.05,0.03,0.11,1.5
1017,FIFA Soccer 2022,X360,2017.0,Shooter,Sony Computer Entertainment,0.14,0.37,0.04,0.53,1.08
1018,Cyberpunk 2023,X360,2022.0,Shooter,Electronic Arts,0.44,0.12,0.39,0.04,0.99
1019,God of War Origins,X360,2016.0,Racing,Electronic Arts,0.42,0.96,0.04,0.44,1.86
1020,Grand Theft Auto Ultra,XOne,2019.0,Role-Playing,Sony Computer Entertainment,0.19,0.22,0.14,0.39,0.94
1021,God of War Origins,XSX,2021.0,Sports,Nintendo,0.45,0.63,0.03,0.26,1.37
1022,Call of Duty Infinite,X360,2017.0,Adventure,Electronic Arts,1.52,0.89,0.1,0.07,2.58
1023,Grand Theft Auto 2024,X360,2016.0,Sports,Take-Two Interactive,1.03,0.78,0.17,0.17,2.15
1024,God of War Ultra,PS3,2021.0,Adventure,Take-Two Interactive,2.08,0.31,0.17,0.1,2.66
1025,Grand Theft Auto 2023,Switch,2022.0,Platform,Take-Two Interactive,0.03,0.05,0.15,0.35,0.58
1026,Cyberpunk 2024,PS5,2020.0,Adventure,Electronic Arts,1.36,1.05,0.06,0.14,2.61
1027,Mario Kart Ultra,X360,2018.0,Shooter,Take-Two Interactive,0.04,0.02,0.28,0.1,0.44
1028,FIFA Soccer 2024,PC,2016.0,Racing,Electronic Arts,0.4,0.86,0.1,0.36,1.72
1029,Pokemon Ultra,X360,2019.0,Racing,Ubisoft,0.52,1.87,0.1,0.85,3.34
1030,Grand Theft Auto Origins,X360,2017.0,Action,Nintendo,1.27,0.58,0.19,0.13,2.17
1031,Pokemon 2023,PS4,2020.0,Action,Activision,2.1,0.61,0.12,0.37,3.2
1032,Minecraft 2024,PS4,2016.0,Shooter,,3.77,1.33,0.02,0.31,5.43
1033,Forza Horizon Origins,X360,2022.0,Racing,Take-Two Interactive,4.41,1.31,0.0,0.08,5.8
1034,God of War V,PC,2018.0,Action,Take-Two Interactive,1.07,0.47,0.39,0.1,2.03
1035,Minecraft Infinite,Switch,2016.0,Action,Activision,1.55,2.09,0.41,0.09,4.14
1036,The Legend of Zelda 2023,PC,2022.0,Shooter,Electronic Arts,0.07,2.43,0.28,0.03,2.81
1037,Halo Infinite,Switch,2020.0,Shooter,Electronic Arts,0.98,1.07,0.01,0.09,2.15
1038,God of War V,Switch,2015.0,Action,Electronic Arts,0.99,1.23,0.41,0.21,2.84
1039,Cyberpunk 2024,PS3,2016.0,Racing,Sony Computer Entertainment,0.7,0.17,0.03,0.34,1.24
